"day_dx","date","type","MR","value","lb","ub"
245,2020-10-25,"Estimated","Mortality Risk Day 60",0.0506628988077027,0.0486535607714615,0.0526679929227208
246,2020-10-26,"Estimated","Mortality Risk Day 60",0.0506722892073265,0.0486708333607556,0.0526695342868503
247,2020-10-27,"Estimated","Mortality Risk Day 60",0.050718254671017,0.0487189904959803,0.052713317083166
248,2020-10-28,"Estimated","Mortality Risk Day 60",0.0507990708490619,0.0487961118903287,0.0527978121583084
249,2020-10-29,"Estimated","Mortality Risk Day 60",0.0509130745028933,0.0489013030358161,0.0529205906550924
250,2020-10-30,"Estimated","Mortality Risk Day 60",0.0510586521131872,0.0490345957804892,0.0530784003984843
251,2020-10-31,"Estimated","Mortality Risk Day 60",0.0512342291927608,0.049196714026555,0.0532673780845606
252,2020-11-01,"Estimated","Mortality Risk Day 60",0.0514382602463435,0.0493887256417416,0.0534833760183386
253,2020-11-02,"Estimated","Mortality Risk Day 60",0.0516692087291191,0.0496115381839719,0.053722424245357
254,2020-11-03,"Estimated","Mortality Risk Day 60",0.0519252178128617,0.0498637030775175,0.05398225967098
255,2020-11-04,"Estimated","Mortality Risk Day 60",0.0522040369324159,0.0501410140314136,0.0542625791014856
256,2020-11-05,"Estimated","Mortality Risk Day 60",0.0525033705357358,0.0504388612455441,0.0545633912275264
257,2020-11-06,"Estimated","Mortality Risk Day 60",0.0528208898756892,0.0507527970654363,0.0548844770020079
258,2020-11-07,"Estimated","Mortality Risk Day 60",0.0531542240817291,0.0510789072711251,0.0552250021167728
259,2020-11-08,"Estimated","Mortality Risk Day 60",0.0535009522843307,0.0514140839313925,0.0555832295723494
260,2020-11-09,"Estimated","Mortality Risk Day 60",0.0538585968177596,0.0517561690185837,0.0559563631548661
261,2020-11-10,"Estimated","Mortality Risk Day 60",0.054224617535741,0.0521039454090171,0.0563405452073665
262,2020-11-11,"Estimated","Mortality Risk Day 60",0.0545964072822609,0.0524569713431879,0.0567310126373931
263,2020-11-12,"Estimated","Mortality Risk Day 60",0.0549712885659694,0.0528152719248237,0.0571223976029075
264,2020-11-13,"Estimated","Mortality Risk Day 60",0.0553465114914304,0.0531789037145332,0.0575091568488243
265,2020-11-14,"Estimated","Mortality Risk Day 60",0.0557201604211234,0.0535477871389708,0.0578875474973028
266,2020-11-15,"Estimated","Mortality Risk Day 60",0.0560943899204204,0.0539226546067009,0.0582611399818285
267,2020-11-16,"Estimated","Mortality Risk Day 60",0.0564725804109124,0.0543040397862038,0.0586361484348711
268,2020-11-17,"Estimated","Mortality Risk Day 60",0.0568582010897728,0.0546922357082044,0.05901920363679
269,2020-11-18,"Estimated","Mortality Risk Day 60",0.0572548131289974,0.0550876680939443,0.0594169878430542
270,2020-11-19,"Estimated","Mortality Risk Day 60",0.0576660750497933,0.0554911795900812,0.0598359624352995
271,2020-11-20,"Estimated","Mortality Risk Day 60",0.0580957503009221,0.0559042001644353,0.0602822131443591
272,2020-11-21,"Estimated","Mortality Risk Day 60",0.058547717144681,0.0563287691092246,0.0607614475468951
273,2020-11-22,"Estimated","Mortality Risk Day 60",0.0590259809673959,0.0567673817903233,0.0612791718600811
274,2020-11-23,"Estimated","Mortality Risk Day 60",0.059534689148243,0.0572226566407121,0.0618410517122251
275,2020-11-24,"Estimated","Mortality Risk Day 60",0.0600781486411336,0.0576968465251508,0.062453432948785
276,2020-11-25,"Estimated","Mortality Risk Day 60",0.0606607439542871,0.0581911040419721,0.0631239079017618
277,2020-11-26,"Estimated","Mortality Risk Day 60",0.0612844388087145,0.0587016107761531,0.063860179821132
278,2020-11-27,"Estimated","Mortality Risk Day 60",0.0619485220919317,0.0592201948386774,0.064668937005274
279,2020-11-28,"Estimated","Mortality Risk Day 60",0.0626521491775991,0.0597392219480543,0.0655560521606341
280,2020-11-29,"Estimated","Mortality Risk Day 60",0.0633944617371962,0.060252606138965,0.0665258131758366
281,2020-11-30,"Estimated","Mortality Risk Day 60",0.0641745786023066,0.0607561372941631,0.0675805782630343
282,2020-12-01,"Estimated","Mortality Risk Day 60",0.0649915867663851,0.0612473242935354,0.0687209150592015
283,2020-12-02,"Estimated","Mortality Risk Day 60",0.0658445325183044,0.061724916764778,0.0699460605763778
284,2020-12-03,"Estimated","Mortality Risk Day 60",0.0667324127059709,0.0621883115343829,0.0712544957520528
285,2020-12-04,"Estimated","Mortality Risk Day 60",0.0676541661342088,0.0626369949451866,0.0726444832585793
286,2020-12-05,"Estimated","Mortality Risk Day 60",0.0686086651069344,0.063070087932327,0.0741145014791359
287,2020-12-06,"Estimated","Mortality Risk Day 60",0.0695947071294003,0.0634859989062028,0.0756635693747346
0,2020-02-24,"Observed","Mortality Risk Day 30",0,NA,NA
0,2020-02-24,"Observed","Mortality Risk Day 60",0,NA,NA
1,2020-02-25,"Observed","Mortality Risk Day 30",0,NA,NA
1,2020-02-25,"Observed","Mortality Risk Day 60",0,NA,NA
2,2020-02-26,"Observed","Mortality Risk Day 30",0,NA,NA
2,2020-02-26,"Observed","Mortality Risk Day 60",0,NA,NA
3,2020-02-27,"Observed","Mortality Risk Day 30",0,NA,NA
3,2020-02-27,"Observed","Mortality Risk Day 60",0,NA,NA
4,2020-02-28,"Observed","Mortality Risk Day 30",0,NA,NA
4,2020-02-28,"Observed","Mortality Risk Day 60",0,NA,NA
5,2020-02-29,"Observed","Mortality Risk Day 30",0,NA,NA
5,2020-02-29,"Observed","Mortality Risk Day 60",0,NA,NA
6,2020-03-01,"Observed","Mortality Risk Day 30",0,NA,NA
6,2020-03-01,"Observed","Mortality Risk Day 60",0,NA,NA
7,2020-03-02,"Observed","Mortality Risk Day 30",0,NA,NA
7,2020-03-02,"Observed","Mortality Risk Day 60",1,NA,NA
8,2020-03-03,"Observed","Mortality Risk Day 30",0.5,NA,NA
8,2020-03-03,"Observed","Mortality Risk Day 60",1,NA,NA
9,2020-03-04,"Observed","Mortality Risk Day 30",0.5,NA,NA
9,2020-03-04,"Observed","Mortality Risk Day 60",0.5,NA,NA
10,2020-03-05,"Observed","Mortality Risk Day 30",0,NA,NA
10,2020-03-05,"Observed","Mortality Risk Day 60",0,NA,NA
11,2020-03-06,"Observed","Mortality Risk Day 30",0,NA,NA
11,2020-03-06,"Observed","Mortality Risk Day 60",0,NA,NA
12,2020-03-07,"Observed","Mortality Risk Day 30",0,NA,NA
12,2020-03-07,"Observed","Mortality Risk Day 60",0,NA,NA
13,2020-03-08,"Observed","Mortality Risk Day 30",0,NA,NA
13,2020-03-08,"Observed","Mortality Risk Day 60",0,NA,NA
14,2020-03-09,"Observed","Mortality Risk Day 30",0,NA,NA
14,2020-03-09,"Observed","Mortality Risk Day 60",0,NA,NA
15,2020-03-10,"Observed","Mortality Risk Day 30",0.166666666666667,NA,NA
15,2020-03-10,"Observed","Mortality Risk Day 60",0.166666666666667,NA,NA
16,2020-03-11,"Observed","Mortality Risk Day 30",0.0625,NA,NA
16,2020-03-11,"Observed","Mortality Risk Day 60",0.0625,NA,NA
17,2020-03-12,"Observed","Mortality Risk Day 30",0,NA,NA
17,2020-03-12,"Observed","Mortality Risk Day 60",0.0476190476190476,NA,NA
18,2020-03-13,"Observed","Mortality Risk Day 30",0.0294117647058824,NA,NA
18,2020-03-13,"Observed","Mortality Risk Day 60",0.0294117647058824,NA,NA
19,2020-03-14,"Observed","Mortality Risk Day 30",0,NA,NA
19,2020-03-14,"Observed","Mortality Risk Day 60",0,NA,NA
20,2020-03-15,"Observed","Mortality Risk Day 30",0.15,NA,NA
20,2020-03-15,"Observed","Mortality Risk Day 60",0.15,NA,NA
21,2020-03-16,"Observed","Mortality Risk Day 30",0.0606060606060606,NA,NA
21,2020-03-16,"Observed","Mortality Risk Day 60",0.0606060606060606,NA,NA
22,2020-03-17,"Observed","Mortality Risk Day 30",0.0232558139534884,NA,NA
22,2020-03-17,"Observed","Mortality Risk Day 60",0.0232558139534884,NA,NA
23,2020-03-18,"Observed","Mortality Risk Day 30",0.0512820512820513,NA,NA
23,2020-03-18,"Observed","Mortality Risk Day 60",0.0512820512820513,NA,NA
24,2020-03-19,"Observed","Mortality Risk Day 30",0.0465116279069767,NA,NA
24,2020-03-19,"Observed","Mortality Risk Day 60",0.0581395348837209,NA,NA
25,2020-03-20,"Observed","Mortality Risk Day 30",0.105263157894737,NA,NA
25,2020-03-20,"Observed","Mortality Risk Day 60",0.105263157894737,NA,NA
26,2020-03-21,"Observed","Mortality Risk Day 30",0.166666666666667,NA,NA
26,2020-03-21,"Observed","Mortality Risk Day 60",0.233333333333333,NA,NA
27,2020-03-22,"Observed","Mortality Risk Day 30",0.15625,NA,NA
27,2020-03-22,"Observed","Mortality Risk Day 60",0.15625,NA,NA
28,2020-03-23,"Observed","Mortality Risk Day 30",0.131147540983607,NA,NA
28,2020-03-23,"Observed","Mortality Risk Day 60",0.131147540983607,NA,NA
29,2020-03-24,"Observed","Mortality Risk Day 30",0.0943396226415094,NA,NA
29,2020-03-24,"Observed","Mortality Risk Day 60",0.10377358490566,NA,NA
30,2020-03-25,"Observed","Mortality Risk Day 30",0.0909090909090909,NA,NA
30,2020-03-25,"Observed","Mortality Risk Day 60",0.103896103896104,NA,NA
31,2020-03-26,"Observed","Mortality Risk Day 30",0.121495327102804,NA,NA
31,2020-03-26,"Observed","Mortality Risk Day 60",0.130841121495327,NA,NA
32,2020-03-27,"Observed","Mortality Risk Day 30",0.14018691588785,NA,NA
32,2020-03-27,"Observed","Mortality Risk Day 60",0.158878504672897,NA,NA
33,2020-03-28,"Observed","Mortality Risk Day 30",0.170212765957447,NA,NA
33,2020-03-28,"Observed","Mortality Risk Day 60",0.191489361702128,NA,NA
34,2020-03-29,"Observed","Mortality Risk Day 30",0.274193548387097,NA,NA
34,2020-03-29,"Observed","Mortality Risk Day 60",0.274193548387097,NA,NA
35,2020-03-30,"Observed","Mortality Risk Day 30",0.123188405797101,NA,NA
35,2020-03-30,"Observed","Mortality Risk Day 60",0.123188405797101,NA,NA
36,2020-03-31,"Observed","Mortality Risk Day 30",0.10752688172043,NA,NA
36,2020-03-31,"Observed","Mortality Risk Day 60",0.10752688172043,NA,NA
37,2020-04-01,"Observed","Mortality Risk Day 30",0.153225806451613,NA,NA
37,2020-04-01,"Observed","Mortality Risk Day 60",0.161290322580645,NA,NA
38,2020-04-02,"Observed","Mortality Risk Day 30",0.198473282442748,NA,NA
38,2020-04-02,"Observed","Mortality Risk Day 60",0.206106870229008,NA,NA
39,2020-04-03,"Observed","Mortality Risk Day 30",0.168918918918919,NA,NA
39,2020-04-03,"Observed","Mortality Risk Day 60",0.182432432432432,NA,NA
40,2020-04-04,"Observed","Mortality Risk Day 30",0.260416666666667,NA,NA
40,2020-04-04,"Observed","Mortality Risk Day 60",0.270833333333333,NA,NA
41,2020-04-05,"Observed","Mortality Risk Day 30",0.269230769230769,NA,NA
41,2020-04-05,"Observed","Mortality Risk Day 60",0.278846153846154,NA,NA
42,2020-04-06,"Observed","Mortality Risk Day 30",0.145922746781116,NA,NA
42,2020-04-06,"Observed","Mortality Risk Day 60",0.171673819742489,NA,NA
43,2020-04-07,"Observed","Mortality Risk Day 30",0.176470588235294,NA,NA
43,2020-04-07,"Observed","Mortality Risk Day 60",0.18552036199095,NA,NA
44,2020-04-08,"Observed","Mortality Risk Day 30",0.186666666666667,NA,NA
44,2020-04-08,"Observed","Mortality Risk Day 60",0.195555555555556,NA,NA
45,2020-04-09,"Observed","Mortality Risk Day 30",0.191176470588235,NA,NA
45,2020-04-09,"Observed","Mortality Risk Day 60",0.191176470588235,NA,NA
46,2020-04-10,"Observed","Mortality Risk Day 30",0.22568093385214,NA,NA
46,2020-04-10,"Observed","Mortality Risk Day 60",0.229571984435798,NA,NA
47,2020-04-11,"Observed","Mortality Risk Day 30",0.185929648241206,NA,NA
47,2020-04-11,"Observed","Mortality Risk Day 60",0.195979899497487,NA,NA
48,2020-04-12,"Observed","Mortality Risk Day 30",0.223350253807107,NA,NA
48,2020-04-12,"Observed","Mortality Risk Day 60",0.228426395939086,NA,NA
49,2020-04-13,"Observed","Mortality Risk Day 30",0.172645739910314,NA,NA
49,2020-04-13,"Observed","Mortality Risk Day 60",0.183856502242152,NA,NA
50,2020-04-14,"Observed","Mortality Risk Day 30",0.181603773584906,NA,NA
50,2020-04-14,"Observed","Mortality Risk Day 60",0.193396226415094,NA,NA
51,2020-04-15,"Observed","Mortality Risk Day 30",0.191588785046729,NA,NA
51,2020-04-15,"Observed","Mortality Risk Day 60",0.203271028037383,NA,NA
52,2020-04-16,"Observed","Mortality Risk Day 30",0.221739130434783,NA,NA
52,2020-04-16,"Observed","Mortality Risk Day 60",0.228260869565217,NA,NA
53,2020-04-17,"Observed","Mortality Risk Day 30",0.174442190669371,NA,NA
53,2020-04-17,"Observed","Mortality Risk Day 60",0.186612576064909,NA,NA
54,2020-04-18,"Observed","Mortality Risk Day 30",0.280346820809249,NA,NA
54,2020-04-18,"Observed","Mortality Risk Day 60",0.294797687861272,NA,NA
55,2020-04-19,"Observed","Mortality Risk Day 30",0.276536312849162,NA,NA
55,2020-04-19,"Observed","Mortality Risk Day 60",0.282122905027933,NA,NA
56,2020-04-20,"Observed","Mortality Risk Day 30",0.18646408839779,NA,NA
56,2020-04-20,"Observed","Mortality Risk Day 60",0.189226519337017,NA,NA
57,2020-04-21,"Observed","Mortality Risk Day 30",0.182328190743338,NA,NA
57,2020-04-21,"Observed","Mortality Risk Day 60",0.185133239831697,NA,NA
58,2020-04-22,"Observed","Mortality Risk Day 30",0.212893553223388,NA,NA
58,2020-04-22,"Observed","Mortality Risk Day 60",0.215892053973014,NA,NA
59,2020-04-23,"Observed","Mortality Risk Day 30",0.214953271028037,NA,NA
59,2020-04-23,"Observed","Mortality Risk Day 60",0.221183800623053,NA,NA
60,2020-04-24,"Observed","Mortality Risk Day 30",0.164912280701754,NA,NA
60,2020-04-24,"Observed","Mortality Risk Day 60",0.171929824561404,NA,NA
61,2020-04-25,"Observed","Mortality Risk Day 30",0.306079664570231,NA,NA
61,2020-04-25,"Observed","Mortality Risk Day 60",0.316561844863732,NA,NA
62,2020-04-26,"Observed","Mortality Risk Day 30",0.344226579520697,NA,NA
62,2020-04-26,"Observed","Mortality Risk Day 60",0.348583877995643,NA,NA
63,2020-04-27,"Observed","Mortality Risk Day 30",0.186285714285714,NA,NA
63,2020-04-27,"Observed","Mortality Risk Day 60",0.190857142857143,NA,NA
64,2020-04-28,"Observed","Mortality Risk Day 30",0.183114035087719,NA,NA
64,2020-04-28,"Observed","Mortality Risk Day 60",0.18530701754386,NA,NA
65,2020-04-29,"Observed","Mortality Risk Day 30",0.213800904977376,NA,NA
65,2020-04-29,"Observed","Mortality Risk Day 60",0.217194570135747,NA,NA
66,2020-04-30,"Observed","Mortality Risk Day 30",0.158205430932704,NA,NA
66,2020-04-30,"Observed","Mortality Risk Day 60",0.161747343565525,NA,NA
67,2020-05-01,"Observed","Mortality Risk Day 30",0.2914653784219,NA,NA
67,2020-05-01,"Observed","Mortality Risk Day 60",0.294685990338164,NA,NA
68,2020-05-02,"Observed","Mortality Risk Day 30",0.2181146025878,NA,NA
68,2020-05-02,"Observed","Mortality Risk Day 60",0.22550831792976,NA,NA
69,2020-05-03,"Observed","Mortality Risk Day 30",0.212406015037594,NA,NA
69,2020-05-03,"Observed","Mortality Risk Day 60",0.216165413533835,NA,NA
70,2020-05-04,"Observed","Mortality Risk Day 30",0.123206751054852,NA,NA
70,2020-05-04,"Observed","Mortality Risk Day 60",0.129957805907173,NA,NA
71,2020-05-05,"Observed","Mortality Risk Day 30",0.17545748116254,NA,NA
71,2020-05-05,"Observed","Mortality Risk Day 60",0.180839612486545,NA,NA
72,2020-05-06,"Observed","Mortality Risk Day 30",0.140776699029126,NA,NA
72,2020-05-06,"Observed","Mortality Risk Day 60",0.141747572815534,NA,NA
73,2020-05-07,"Observed","Mortality Risk Day 30",0.152249134948097,NA,NA
73,2020-05-07,"Observed","Mortality Risk Day 60",0.154844290657439,NA,NA
74,2020-05-08,"Observed","Mortality Risk Day 30",0.145833333333333,NA,NA
74,2020-05-08,"Observed","Mortality Risk Day 60",0.148333333333333,NA,NA
75,2020-05-09,"Observed","Mortality Risk Day 30",0.244992295839753,NA,NA
75,2020-05-09,"Observed","Mortality Risk Day 60",0.248073959938367,NA,NA
76,2020-05-10,"Observed","Mortality Risk Day 30",0.295751633986928,NA,NA
76,2020-05-10,"Observed","Mortality Risk Day 60",0.303921568627451,NA,NA
77,2020-05-11,"Observed","Mortality Risk Day 30",0.17375366568915,NA,NA
77,2020-05-11,"Observed","Mortality Risk Day 60",0.176686217008798,NA,NA
78,2020-05-12,"Observed","Mortality Risk Day 30",0.162650602409639,NA,NA
78,2020-05-12,"Observed","Mortality Risk Day 60",0.166415662650602,NA,NA
79,2020-05-13,"Observed","Mortality Risk Day 30",0.135908440629471,NA,NA
79,2020-05-13,"Observed","Mortality Risk Day 60",0.137339055793991,NA,NA
80,2020-05-14,"Observed","Mortality Risk Day 30",0.164852255054432,NA,NA
80,2020-05-14,"Observed","Mortality Risk Day 60",0.16796267496112,NA,NA
81,2020-05-15,"Observed","Mortality Risk Day 30",0.153585926928281,NA,NA
81,2020-05-15,"Observed","Mortality Risk Day 60",0.156968876860622,NA,NA
82,2020-05-16,"Observed","Mortality Risk Day 30",0.215789473684211,NA,NA
82,2020-05-16,"Observed","Mortality Risk Day 60",0.216842105263158,NA,NA
83,2020-05-17,"Observed","Mortality Risk Day 30",0.265957446808511,NA,NA
83,2020-05-17,"Observed","Mortality Risk Day 60",0.273556231003039,NA,NA
84,2020-05-18,"Observed","Mortality Risk Day 30",0.133057362507392,NA,NA
84,2020-05-18,"Observed","Mortality Risk Day 60",0.134831460674157,NA,NA
85,2020-05-19,"Observed","Mortality Risk Day 30",0.126890203813281,NA,NA
85,2020-05-19,"Observed","Mortality Risk Day 60",0.128862590401052,NA,NA
86,2020-05-20,"Observed","Mortality Risk Day 30",0.137530562347188,NA,NA
86,2020-05-20,"Observed","Mortality Risk Day 60",0.142420537897311,NA,NA
87,2020-05-21,"Observed","Mortality Risk Day 30",0.130490956072351,NA,NA
87,2020-05-21,"Observed","Mortality Risk Day 60",0.132428940568475,NA,NA
88,2020-05-22,"Observed","Mortality Risk Day 30",0.116688396349413,NA,NA
88,2020-05-22,"Observed","Mortality Risk Day 60",0.11864406779661,NA,NA
89,2020-05-23,"Observed","Mortality Risk Day 30",0.189973614775726,NA,NA
89,2020-05-23,"Observed","Mortality Risk Day 60",0.196569920844327,NA,NA
90,2020-05-24,"Observed","Mortality Risk Day 30",0.233908948194662,NA,NA
90,2020-05-24,"Observed","Mortality Risk Day 60",0.233908948194662,NA,NA
91,2020-05-25,"Observed","Mortality Risk Day 30",0.140597539543058,NA,NA
91,2020-05-25,"Observed","Mortality Risk Day 60",0.141769185705917,NA,NA
92,2020-05-26,"Observed","Mortality Risk Day 30",0.129183400267738,NA,NA
92,2020-05-26,"Observed","Mortality Risk Day 60",0.13186077643909,NA,NA
93,2020-05-27,"Observed","Mortality Risk Day 30",0.124223602484472,NA,NA
93,2020-05-27,"Observed","Mortality Risk Day 60",0.127950310559006,NA,NA
94,2020-05-28,"Observed","Mortality Risk Day 30",0.168904593639576,NA,NA
94,2020-05-28,"Observed","Mortality Risk Day 60",0.171024734982332,NA,NA
95,2020-05-29,"Observed","Mortality Risk Day 30",0.131891137473831,NA,NA
95,2020-05-29,"Observed","Mortality Risk Day 60",0.133984647592463,NA,NA
96,2020-05-30,"Observed","Mortality Risk Day 30",0.213963963963964,NA,NA
96,2020-05-30,"Observed","Mortality Risk Day 60",0.220720720720721,NA,NA
97,2020-05-31,"Observed","Mortality Risk Day 30",0.260935143288084,NA,NA
97,2020-05-31,"Observed","Mortality Risk Day 60",0.265460030165913,NA,NA
98,2020-06-01,"Observed","Mortality Risk Day 30",0.127832655432888,NA,NA
98,2020-06-01,"Observed","Mortality Risk Day 60",0.133062173155142,NA,NA
99,2020-06-02,"Observed","Mortality Risk Day 30",0.12999365884591,NA,NA
99,2020-06-02,"Observed","Mortality Risk Day 60",0.132530120481928,NA,NA
100,2020-06-03,"Observed","Mortality Risk Day 30",0.112485276796231,NA,NA
100,2020-06-03,"Observed","Mortality Risk Day 60",0.116018845700825,NA,NA
101,2020-06-04,"Observed","Mortality Risk Day 30",0.133980582524272,NA,NA
101,2020-06-04,"Observed","Mortality Risk Day 60",0.135922330097087,NA,NA
102,2020-06-05,"Observed","Mortality Risk Day 30",0.114702154626109,NA,NA
102,2020-06-05,"Observed","Mortality Risk Day 60",0.11850443599493,NA,NA
103,2020-06-06,"Observed","Mortality Risk Day 30",0.184579439252336,NA,NA
103,2020-06-06,"Observed","Mortality Risk Day 60",0.188084112149533,NA,NA
104,2020-06-07,"Observed","Mortality Risk Day 30",0.243165467625899,NA,NA
104,2020-06-07,"Observed","Mortality Risk Day 60",0.247482014388489,NA,NA
105,2020-06-08,"Observed","Mortality Risk Day 30",0.11478163493841,NA,NA
105,2020-06-08,"Observed","Mortality Risk Day 60",0.115901455767077,NA,NA
106,2020-06-09,"Observed","Mortality Risk Day 30",0.116696588868941,NA,NA
106,2020-06-09,"Observed","Mortality Risk Day 60",0.120885697187313,NA,NA
107,2020-06-10,"Observed","Mortality Risk Day 30",0.117792932424055,NA,NA
107,2020-06-10,"Observed","Mortality Risk Day 60",0.120892746435214,NA,NA
108,2020-06-11,"Observed","Mortality Risk Day 30",0.11449864498645,NA,NA
108,2020-06-11,"Observed","Mortality Risk Day 60",0.115853658536585,NA,NA
109,2020-06-12,"Observed","Mortality Risk Day 30",0.100137174211248,NA,NA
109,2020-06-12,"Observed","Mortality Risk Day 60",0.100137174211248,NA,NA
110,2020-06-13,"Observed","Mortality Risk Day 30",0.197674418604651,NA,NA
110,2020-06-13,"Observed","Mortality Risk Day 60",0.204941860465116,NA,NA
111,2020-06-14,"Observed","Mortality Risk Day 30",0.255284552845528,NA,NA
111,2020-06-14,"Observed","Mortality Risk Day 60",0.261788617886179,NA,NA
112,2020-06-15,"Observed","Mortality Risk Day 30",0.116955445544554,NA,NA
112,2020-06-15,"Observed","Mortality Risk Day 60",0.118811881188119,NA,NA
113,2020-06-16,"Observed","Mortality Risk Day 30",0.0946601941747573,NA,NA
113,2020-06-16,"Observed","Mortality Risk Day 60",0.100121359223301,NA,NA
114,2020-06-17,"Observed","Mortality Risk Day 30",0.0858618463524855,NA,NA
114,2020-06-17,"Observed","Mortality Risk Day 60",0.0890897353131052,NA,NA
115,2020-06-18,"Observed","Mortality Risk Day 30",0.0947093403004572,NA,NA
115,2020-06-18,"Observed","Mortality Risk Day 60",0.0992815153494448,NA,NA
116,2020-06-19,"Observed","Mortality Risk Day 30",0.107095046854083,NA,NA
116,2020-06-19,"Observed","Mortality Risk Day 60",0.107764390896921,NA,NA
117,2020-06-20,"Observed","Mortality Risk Day 30",0.151599443671766,NA,NA
117,2020-06-20,"Observed","Mortality Risk Day 60",0.152990264255911,NA,NA
118,2020-06-21,"Observed","Mortality Risk Day 30",0.236786469344609,NA,NA
118,2020-06-21,"Observed","Mortality Risk Day 60",0.251585623678647,NA,NA
119,2020-06-22,"Observed","Mortality Risk Day 30",0.109014675052411,NA,NA
119,2020-06-22,"Observed","Mortality Risk Day 60",0.109014675052411,NA,NA
120,2020-06-23,"Observed","Mortality Risk Day 30",0.0878809355067328,NA,NA
120,2020-06-23,"Observed","Mortality Risk Day 60",0.0900070871722183,NA,NA
121,2020-06-24,"Observed","Mortality Risk Day 30",0.108314263920671,NA,NA
121,2020-06-24,"Observed","Mortality Risk Day 60",0.109839816933638,NA,NA
122,2020-06-25,"Observed","Mortality Risk Day 30",0.0985027580772262,NA,NA
122,2020-06-25,"Observed","Mortality Risk Day 60",0.101654846335697,NA,NA
123,2020-06-26,"Observed","Mortality Risk Day 30",0.101479915433404,NA,NA
123,2020-06-26,"Observed","Mortality Risk Day 60",0.101479915433404,NA,NA
124,2020-06-27,"Observed","Mortality Risk Day 30",0.175675675675676,NA,NA
124,2020-06-27,"Observed","Mortality Risk Day 60",0.180743243243243,NA,NA
125,2020-06-28,"Observed","Mortality Risk Day 30",0.237383177570093,NA,NA
125,2020-06-28,"Observed","Mortality Risk Day 60",0.244859813084112,NA,NA
126,2020-06-29,"Observed","Mortality Risk Day 30",0.0879478827361563,NA,NA
126,2020-06-29,"Observed","Mortality Risk Day 60",0.0892508143322476,NA,NA
127,2020-06-30,"Observed","Mortality Risk Day 30",0.0970464135021097,NA,NA
127,2020-06-30,"Observed","Mortality Risk Day 60",0.10196905766526,NA,NA
128,2020-07-01,"Observed","Mortality Risk Day 30",0.0798525798525798,NA,NA
128,2020-07-01,"Observed","Mortality Risk Day 60",0.0804668304668305,NA,NA
129,2020-07-02,"Observed","Mortality Risk Day 30",0.0720461095100865,NA,NA
129,2020-07-02,"Observed","Mortality Risk Day 60",0.0756484149855908,NA,NA
130,2020-07-03,"Observed","Mortality Risk Day 30",0.0671328671328671,NA,NA
130,2020-07-03,"Observed","Mortality Risk Day 60",0.0678321678321678,NA,NA
131,2020-07-04,"Observed","Mortality Risk Day 30",0.173076923076923,NA,NA
131,2020-07-04,"Observed","Mortality Risk Day 60",0.174679487179487,NA,NA
132,2020-07-05,"Observed","Mortality Risk Day 30",0.231481481481481,NA,NA
132,2020-07-05,"Observed","Mortality Risk Day 60",0.233796296296296,NA,NA
133,2020-07-06,"Observed","Mortality Risk Day 30",0.0757381258023107,NA,NA
133,2020-07-06,"Observed","Mortality Risk Day 60",0.0776636713735558,NA,NA
134,2020-07-07,"Observed","Mortality Risk Day 30",0.0799180327868853,NA,NA
134,2020-07-07,"Observed","Mortality Risk Day 60",0.0833333333333333,NA,NA
135,2020-07-08,"Observed","Mortality Risk Day 30",0.0765064319566689,NA,NA
135,2020-07-08,"Observed","Mortality Risk Day 60",0.0805687203791469,NA,NA
136,2020-07-09,"Observed","Mortality Risk Day 30",0.0757839721254355,NA,NA
136,2020-07-09,"Observed","Mortality Risk Day 60",0.0775261324041812,NA,NA
137,2020-07-10,"Observed","Mortality Risk Day 30",0.0792982456140351,NA,NA
137,2020-07-10,"Observed","Mortality Risk Day 60",0.0821052631578947,NA,NA
138,2020-07-11,"Observed","Mortality Risk Day 30",0.171717171717172,NA,NA
138,2020-07-11,"Observed","Mortality Risk Day 60",0.173400673400673,NA,NA
139,2020-07-12,"Observed","Mortality Risk Day 30",0.202764976958525,NA,NA
139,2020-07-12,"Observed","Mortality Risk Day 60",0.202764976958525,NA,NA
140,2020-07-13,"Observed","Mortality Risk Day 30",0.0719033232628399,NA,NA
140,2020-07-13,"Observed","Mortality Risk Day 60",0.0719033232628399,NA,NA
141,2020-07-14,"Observed","Mortality Risk Day 30",0.071578947368421,NA,NA
141,2020-07-14,"Observed","Mortality Risk Day 60",0.0736842105263158,NA,NA
142,2020-07-15,"Observed","Mortality Risk Day 30",0.0633958103638368,NA,NA
142,2020-07-15,"Observed","Mortality Risk Day 60",0.0661521499448732,NA,NA
143,2020-07-16,"Observed","Mortality Risk Day 30",0.0758234928527035,NA,NA
143,2020-07-16,"Observed","Mortality Risk Day 60",0.0776880049720323,NA,NA
144,2020-07-17,"Observed","Mortality Risk Day 30",0.0500595947556615,NA,NA
144,2020-07-17,"Observed","Mortality Risk Day 60",0.0512514898688915,NA,NA
145,2020-07-18,"Observed","Mortality Risk Day 30",0.109151047409041,NA,NA
145,2020-07-18,"Observed","Mortality Risk Day 60",0.113561190738699,NA,NA
146,2020-07-19,"Observed","Mortality Risk Day 30",0.184322033898305,NA,NA
146,2020-07-19,"Observed","Mortality Risk Day 60",0.190677966101695,NA,NA
147,2020-07-20,"Observed","Mortality Risk Day 30",0.0755478662053057,NA,NA
